episode,reward,success_rate
1,-19.58950112760067,False
2,-20.621237620711327,False
3,-14.419744029641151,False
4,-0.0495200976729393,True
5,-4.008640885353088,True
6,-12.82825692743063,False
7,-27.772301644086838,False
8,-11.823325753211975,False
9,-16.146532729268074,False
10,-6.819890383630991,True
11,-14.994453743100166,False
12,-16.10932368040085,False
13,-14.78259553015232,False
14,-0.13929281011223793,True
15,-12.172815561294556,False
16,-15.226203218102455,False
17,-20.1140718460083,False
18,-13.845667228102684,False
19,-7.32137044519186,False
20,-12.611692667007446,False
21,-6.203332494944334,False
22,-14.518057689070702,False
23,-14.248911879956722,False
24,-14.235907807946205,False
25,-1.8856132477521896,True
26,-12.066182918846607,False
27,-19.44776637852192,False
28,-10.896965563297272,False
29,-12.902549527585506,False
30,-14.606405906379223,False
31,-0.6473647244274616,True
32,-0.16216955706477165,True
33,-11.980648882687092,False
34,-10.007145904004574,False
35,-18.427799627184868,False
36,-8.923718068748713,False
37,-15.517934158444405,False
38,-14.18535989522934,False
39,-8.686500370502472,False
40,-11.745488949120045,False
41,-12.677575513720512,False
42,-11.010191939771175,False
43,-9.928774122148752,False
44,-14.429293312132359,False
45,-8.18228454142809,False
46,-0.9660285376012325,True
47,-15.85354533791542,False
48,-0.17686624825000763,True
49,-20.00984003394842,False
50,-12.626788973808289,False
51,-10.374298952519894,False
52,-12.99534960091114,False
53,-11.436270117759705,False
54,-11.378071255981922,False
55,-8.486154615879059,False
56,-11.004439420998096,False
57,-10.500628367066383,False
58,-2.555930722504854,True
59,-17.807953611016273,False
60,-14.967982545495033,False
61,-7.869684770703316,False
62,-0.026969369500875473,True
63,-13.649146392941475,False
64,-13.651630818843842,False
65,-14.034168794751167,False
66,-12.648578405380249,False
67,-11.94080926477909,False
68,-15.377377077937126,False
69,-13.888499222695827,False
70,-12.47650283575058,False
71,-10.64563538134098,False
72,-13.935998409986496,False
73,-19.139207884669304,False
74,-11.119661003351212,False
75,-14.604382827877998,False
76,-12.383439414203167,False
77,-14.253824591636658,False
78,-0.8597087040543556,True
79,-13.771537095308304,False
80,-13.388280808925629,False
81,-18.603360444307327,False
82,-12.88681510090828,False
83,-14.362597316503525,False
