episode,reward,success_rate,noise
196,-3.0,True,0.09806879389537118
197,-2.0,True,0.09805898701598165
198,-2.0,True,0.09804918111728005
199,-1.0,True,0.09803937619916832
200,-1.0,True,0.0980295722615484
201,-4.0,True,0.09801976930432225
202,-2.0,True,0.09800996732739183
203,-1.0,True,0.09800016633065908
204,-2.0,True,0.09799036631402602
205,-2.0,True,0.09798056727739463
206,-3.0,True,0.09797076922066689
207,-1.0,True,0.09796097214374481
208,-2.0,True,0.09795117604653045
209,-2.0,True,0.09794138092892579
210,-2.0,True,0.0979315867908329
211,-2.0,True,0.09792179363215382
212,-3.0,True,0.09791200145279061
213,-1.0,True,0.09790221025264532
214,-3.0,True,0.09789242003162006
215,-4.0,True,0.0978826307896169
216,-3.0,True,0.09787284252653794
217,-2.0,True,0.0978630552422853
218,0.0,True,0.09785326893676106
219,0.0,True,0.09784348360986739
220,-3.0,True,0.0978336992615064
221,-2.0,True,0.09782391589158025
222,-4.0,True,0.09781413349999109
223,-3.0,True,0.0978043520866411
224,-3.0,True,0.09779457165143243
225,-2.0,True,0.09778479219426729
226,-2.0,True,0.09777501371504786
227,-2.0,True,0.09776523621367636
228,-2.0,True,0.09775545969005499
229,-2.0,True,0.09774568414408598
230,-1.0,True,0.09773590957567158
231,-2.0,True,0.09772613598471401
232,-3.0,True,0.09771636337111554
233,0.0,True,0.09770659173477843
234,-2.0,True,0.09769682107560496
235,-2.0,True,0.0976870513934974
236,-2.0,True,0.09767728268835806
237,-4.0,True,0.09766751496008923
238,-2.0,True,0.09765774820859321
239,-2.0,True,0.09764798243377236
240,-3.0,True,0.09763821763552899
241,-2.0,True,0.09762845381376543
242,-6.0,True,0.09761869096838406
243,-2.0,True,0.09760892909928723
244,-3.0,True,0.0975991682063773
245,-2.0,True,0.09758940828955667
246,-5.0,True,0.09757964934872772
247,-1.0,True,0.09756989138379285
248,-4.0,True,0.09756013439465447
249,-3.0,True,0.09755037838121501
250,0.0,True,0.09754062334337689
251,-4.0,True,0.09753086928104256
252,-1.0,True,0.09752111619411445
253,0.0,True,0.09751136408249504
254,-2.0,True,0.0975016129460868
255,0.0,True,0.09749186278479219
256,-1.0,True,0.0974821135985137
257,-2.0,True,0.09747236538715386
258,-2.0,True,0.09746261815061515
259,-2.0,True,0.09745287188880009
260,-3.0,True,0.09744312660161121
261,-2.0,True,0.09743338228895106
262,-3.0,True,0.09742363895072216
263,0.0,True,0.09741389658682709
264,-2.0,True,0.0974041551971684
265,-2.0,True,0.09739441478164869
266,-1.0,True,0.09738467534017052
267,-3.0,True,0.0973749368726365
268,-1.0,True,0.09736519937894923
269,-2.0,True,0.09735546285901134
270,-3.0,True,0.09734572731272544
271,-2.0,True,0.09733599273999416
272,-2.0,True,0.09732625914072016
273,-1.0,True,0.09731652651480609
274,-3.0,True,0.09730679486215461
275,0.0,True,0.0972970641826684
276,0.0,True,0.09728733447625013
277,-3.0,True,0.0972776057428025
278,-1.0,True,0.09726787798222822
279,-2.0,True,0.09725815119443
280,-2.0,True,0.09724842537931055
281,-3.0,True,0.09723870053677262
282,-1.0,True,0.09722897666671895
283,-4.0,True,0.09721925376905229
284,-4.0,True,0.09720953184367538
285,-2.0,True,0.09719981089049101
286,-1.0,True,0.09719009090940196
287,-4.0,True,0.09718037190031102
288,-2.0,True,0.09717065386312099
289,-2.0,True,0.09716093679773467
290,0.0,True,0.0971512207040549
291,-2.0,True,0.09714150558198449
292,-1.0,True,0.09713179143142629
293,-2.0,True,0.09712207825228315
294,-2.0,True,0.09711236604445793
295,-4.0,True,0.09710265480785349
296,-3.0,True,0.0970929445423727
297,-1.0,True,0.09708323524791847
298,-2.0,True,0.09707352692439368
299,-3.0,True,0.09706381957170124
300,-2.0,True,0.09705411318974407
301,-1.0,True,0.09704440777842509
302,-4.0,True,0.09703470333764724
303,-4.0,True,0.09702499986731349
304,-3.0,True,0.09701529736732675
305,-3.0,True,0.09700559583759003
306,-3.0,True,0.09699589527800627
307,-2.0,True,0.09698619568847847
308,-2.0,True,0.09697649706890962
309,-3.0,True,0.09696679941920273
310,-2.0,True,0.09695710273926081
311,0.0,True,0.09694740702898688
312,-2.0,True,0.09693771228828399
313,0.0,True,0.09692801851705517
314,-3.0,True,0.09691832571520347
315,-2.0,True,0.09690863388263195
316,-2.0,True,0.09689894301924369
317,-1.0,True,0.09688925312494177
318,-1.0,True,0.09687956419962929
319,-1.0,True,0.09686987624320932
320,-1.0,True,0.096860189255585
321,-3.0,True,0.09685050323665943
322,-1.0,True,0.09684081818633576
323,-5.0,True,0.09683113410451713
324,-3.0,True,0.09682145099110669
325,-1.0,True,0.09681176884600758
326,-2.0,True,0.09680208766912297
327,-3.0,True,0.09679240746035607
328,-2.0,True,0.09678272821961004
329,-2.0,True,0.09677304994678808
330,-1.0,True,0.0967633726417934
331,-3.0,True,0.09675369630452922
332,-2.0,True,0.09674402093489877
333,-4.0,True,0.09673434653280528
334,0.0,True,0.09672467309815201
335,-2.0,True,0.0967150006308422
336,-2.0,True,0.09670532913077912
337,-3.0,True,0.09669565859786604
338,-3.0,True,0.09668598903200626
339,-2.0,True,0.09667632043310306
340,-3.0,True,0.09666665280105975
341,-1.0,True,0.09665698613577965
342,-3.0,True,0.09664732043716608
343,-1.0,True,0.09663765570512237
344,-2.0,True,0.09662799193955185
345,-3.0,True,0.0966183291403579
346,-1.0,True,0.09660866730744386
347,-1.0,True,0.09659900644071312
348,-3.0,True,0.09658934654006905
349,0.0,True,0.09657968760541505
350,0.0,True,0.09657002963665451
351,-3.0,True,0.09656037263369084
352,-2.0,True,0.09655071659642747
353,-2.0,True,0.09654106152476782
354,-2.0,True,0.09653140741861535
355,0.0,True,0.09652175427787349
356,-1.0,True,0.09651210210244571
357,-2.0,True,0.09650245089223547
358,0.0,True,0.09649280064714624
359,-1.0,True,0.09648315136708153
360,-5.0,True,0.09647350305194483
361,0.0,True,0.09646385570163964
362,-1.0,True,0.09645420931606948
363,-3.0,True,0.09644456389513786
364,-2.0,True,0.09643491943874835
365,-2.0,True,0.09642527594680447
366,0.0,True,0.09641563341920979
367,-2.0,True,0.09640599185586787
368,-3.0,True,0.09639635125668229
369,-4.0,True,0.09638671162155663
370,-3.0,True,0.09637707295039447
371,-2.0,True,0.09636743524309943
372,-2.0,True,0.09635779849957513
373,-3.0,True,0.09634816271972517
374,-3.0,True,0.0963385279034532
375,-3.0,True,0.09632889405066285
376,-3.0,True,0.09631926116125779
377,-2.0,True,0.09630962923514166
378,0.0,True,0.09629999827221815
379,-1.0,True,0.09629036827239093
380,-3.0,True,0.0962807392355637
381,-3.0,True,0.09627111116164014
382,-3.0,True,0.09626148405052398
383,0.0,True,0.09625185790211893
384,-4.0,True,0.09624223271632872
385,-4.0,True,0.09623260849305708
386,-3.0,True,0.09622298523220778
387,-3.0,True,0.09621336293368456
388,-2.0,True,0.09620374159739119
389,-1.0,True,0.09619412122323145
390,-2.0,True,0.09618450181110913
391,-2.0,True,0.09617488336092803
392,-3.0,True,0.09616526587259193
393,-2.0,True,0.09615564934600467
394,-3.0,True,0.09614603378107006
395,-3.0,True,0.09613641917769196
396,-2.0,True,0.09612680553577418
397,-3.0,True,0.0961171928552206
398,-2.0,True,0.09610758113593508
399,-1.0,True,0.09609797037782149
400,-2.0,True,0.09608836058078371
401,-2.0,True,0.09607875174472563
402,-2.0,True,0.09606914386955116
403,-2.0,True,0.09605953695516421
404,-3.0,True,0.09604993100146869
405,-3.0,True,0.09604032600836855
406,-2.0,True,0.09603072197576772
407,-3.0,True,0.09602111890357014
408,-2.0,True,0.09601151679167978
409,0.0,True,0.09600191564000062
410,-2.0,True,0.09599231544843662
411,-2.0,True,0.09598271621689178
412,-2.0,True,0.0959731179452701
413,-1.0,True,0.09596352063347557
414,-1.0,True,0.09595392428141222
415,-4.0,True,0.09594432888898408
416,-2.0,True,0.09593473445609518
417,-3.0,True,0.09592514098264958
418,-3.0,True,0.09591554846855131
419,-4.0,True,0.09590595691370446
420,-3.0,True,0.09589636631801308
421,-2.0,True,0.09588677668138128
422,-3.0,True,0.09587718800371314
423,-2.0,True,0.09586760028491277
424,-4.0,True,0.09585801352488428
425,-3.0,True,0.09584842772353179
426,-2.0,True,0.09583884288075943
427,-1.0,True,0.09582925899647135
428,-2.0,True,0.09581967607057171
429,-2.0,True,0.09581009410296465
430,-1.0,True,0.09580051309355435
431,-3.0,True,0.095790933042245
432,-3.0,True,0.09578135394894077
433,-2.0,True,0.09577177581354587
434,-2.0,True,0.09576219863596452
435,-3.0,True,0.09575262241610093
436,-2.0,True,0.09574304715385931
437,-1.0,True,0.09573347284914392
438,-2.0,True,0.09572389950185901
439,-2.0,True,0.09571432711190883
440,-3.0,True,0.09570475567919765
441,-1.0,True,0.09569518520362973
442,-4.0,True,0.09568561568510936
443,0.0,True,0.09567604712354084
444,-2.0,True,0.09566647951882849
445,0.0,True,0.09565691287087662
446,-2.0,True,0.09564734717958953
447,0.0,True,0.09563778244487157
448,-2.0,True,0.09562821866662709
449,-3.0,True,0.09561865584476043
450,-4.0,True,0.09560909397917595
451,-1.0,True,0.09559953306977804
452,-3.0,True,0.09558997311647106
453,-1.0,True,0.09558041411915942
454,-1.0,True,0.09557085607774751
455,-4.0,True,0.09556129899213973
456,-3.0,True,0.09555174286224052
457,-1.0,True,0.0955421876879543
458,-3.0,True,0.09553263346918552
459,-2.0,True,0.09552308020583859
460,-3.0,True,0.09551352789781802
461,0.0,True,0.09550397654502824
462,-1.0,True,0.09549442614737373
463,-2.0,True,0.095484876704759
464,-2.0,True,0.09547532821708853
465,-3.0,True,0.09546578068426682
466,-2.0,True,0.0954562341061984
467,-4.0,True,0.09544668848278778
468,-2.0,True,0.0954371438139395
469,-3.0,True,0.09542760009955811
470,-1.0,True,0.09541805733954815
471,-2.0,True,0.0954085155338142
472,-2.0,True,0.09539897468226081
473,-3.0,True,0.09538943478479259
474,-2.0,True,0.09537989584131411
475,-3.0,True,0.09537035785172998
476,-2.0,True,0.09536082081594481
477,-2.0,True,0.09535128473386321
478,-3.0,True,0.09534174960538983
479,-3.0,True,0.09533221543042929
480,-4.0,True,0.09532268220888625
481,-3.0,True,0.09531314994066536
482,-2.0,True,0.0953036186256713
483,-3.0,True,0.09529408826380874
484,-2.0,True,0.09528455885498235
485,-2.0,True,0.09527503039909686
486,-2.0,True,0.09526550289605695
487,-1.0,True,0.09525597634576735
488,-3.0,True,0.09524645074813277
489,-1.0,True,0.09523692610305796
490,-2.0,True,0.09522740241044766
491,-1.0,True,0.09521787967020662
492,-2.0,True,0.0952083578822396
493,-3.0,True,0.09519883704645137
494,-1.0,True,0.09518931716274671
495,-2.0,True,0.09517979823103044
496,-2.0,True,0.09517028025120734
497,0.0,True,0.09516076322318222
498,0.0,True,0.09515124714685991
499,-1.0,True,0.09514173202214522
500,-4.0,True,0.095132217848943
501,-2.0,True,0.0951227046271581
502,-1.0,True,0.0951131923566954
503,-1.0,True,0.09510368103745973
504,-1.0,True,0.09509417066935598
505,-6.0,True,0.09508466125228904
506,-2.0,True,0.09507515278616381
507,-2.0,True,0.0950656452708852
508,-3.0,True,0.09505613870635811
509,-2.0,True,0.09504663309248748
510,-4.0,True,0.09503712842917823
511,-1.0,True,0.09502762471633532
512,-3.0,True,0.09501812195386368
513,-6.0,True,0.09500862014166829
514,0.0,True,0.09499911927965413
515,-2.0,True,0.09498961936772617
516,-3.0,True,0.09498012040578939
517,-1.0,True,0.09497062239374882
518,-3.0,True,0.09496112533150944
519,-3.0,True,0.09495162921897629
520,-4.0,True,0.0949421340560544
521,-2.0,True,0.0949326398426488
522,-4.0,True,0.09492314657866453
523,-3.0,True,0.09491365426400666
524,-3.0,True,0.09490416289858027
525,-2.0,True,0.09489467248229042
526,-1.0,True,0.09488518301504219
527,-2.0,True,0.09487569449674069
528,-3.0,True,0.09486620692729102
529,-1.0,True,0.0948567203065983
530,-3.0,True,0.09484723463456764
531,-4.0,True,0.09483774991110418
532,-2.0,True,0.09482826613611307
533,-1.0,True,0.09481878330949946
534,-2.0,True,0.0948093014311685
535,0.0,True,0.09479982050102538
536,-3.0,True,0.09479034051897528
537,-2.0,True,0.09478086148492339
538,-4.0,True,0.0947713833987749
539,-3.0,True,0.09476190626043503
540,-1.0,True,0.09475243006980899
541,-2.0,True,0.094742954826802
542,0.0,True,0.09473348053131933
543,-2.0,True,0.09472400718326619
544,-4.0,True,0.09471453478254786
545,-4.0,True,0.09470506332906961
546,-3.0,True,0.09469559282273671
547,-5.0,True,0.09468612326345444
548,-1.0,True,0.0946766546511281
549,-3.0,True,0.09466718698566298
550,-2.0,True,0.09465772026696442
551,-2.0,True,0.09464825449493773
552,-2.0,True,0.09463878966948824
553,-1.0,True,0.0946293257905213
554,-3.0,True,0.09461986285794224
555,-3.0,True,0.09461040087165645
556,-2.0,True,0.0946009398315693
557,-4.0,True,0.09459147973758614
558,-3.0,True,0.09458202058961238
559,-4.0,True,0.09457256238755342
560,-1.0,True,0.09456310513131466
561,-2.0,True,0.09455364882080153
562,0.0,True,0.09454419345591945
563,-1.0,True,0.09453473903657386
564,-2.0,True,0.0945252855626702
565,-1.0,True,0.09451583303411394
566,-3.0,True,0.09450638145081053
567,0.0,True,0.09449693081266544
568,-2.0,True,0.09448748111958417
569,0.0,True,0.09447803237147222
570,-2.0,True,0.09446858456823506
571,-2.0,True,0.09445913770977825
572,-3.0,True,0.09444969179600728
573,-2.0,True,0.09444024682682768
574,-1.0,True,0.094430802802145
575,-5.0,True,0.09442135972186479
576,-3.0,True,0.0944119175858926
577,-4.0,True,0.094402476394134
578,-3.0,True,0.0943930361464946
579,-1.0,True,0.09438359684287995
580,-3.0,True,0.09437415848319566
581,0.0,True,0.09436472106734735
582,-3.0,True,0.09435528459524062
583,-2.0,True,0.09434584906678109
584,-2.0,True,0.09433641448187441
585,-1.0,True,0.09432698084042622
586,-3.0,True,0.09431754814234218
587,-3.0,True,0.09430811638752795
588,-2.0,True,0.0942986855758892
589,-3.0,True,0.09428925570733161
590,-2.0,True,0.09427982678176088
591,-2.0,True,0.0942703987990827
592,-2.0,True,0.09426097175920278
593,-2.0,True,0.09425154566202687
594,-2.0,True,0.09424212050746067
595,-3.0,True,0.09423269629540992
596,-2.0,True,0.09422327302578039
597,0.0,True,0.0942138506984778
598,-2.0,True,0.09420442931340796
599,-1.0,True,0.09419500887047662
600,-2.0,True,0.09418558936958957
601,-3.0,True,0.0941761708106526
602,-3.0,True,0.09416675319357154
603,-2.0,True,0.09415733651825219
604,-1.0,True,0.09414792078460037
605,-2.0,True,0.09413850599252191
606,-1.0,True,0.09412909214192265
607,-2.0,True,0.09411967923270846
608,-2.0,True,0.09411026726478519
609,-3.0,True,0.09410085623805871
610,-3.0,True,0.09409144615243491
611,-3.0,True,0.09408203700781967
612,-2.0,True,0.09407262880411889
613,-3.0,True,0.09406322154123847
614,-4.0,True,0.09405381521908435
615,-1.0,True,0.09404440983756245
616,-3.0,True,0.09403500539657869
617,0.0,True,0.09402560189603903
618,-1.0,True,0.09401619933584943
619,-3.0,True,0.09400679771591584
620,-2.0,True,0.09399739703614425
621,-2.0,True,0.09398799729644064
622,0.0,True,0.093978598496711
623,-3.0,True,0.09396920063686133
624,-2.0,True,0.09395980371679764
625,-4.0,True,0.09395040773642596
626,-2.0,True,0.09394101269565232
627,-2.0,True,0.09393161859438276
628,0.0,True,0.09392222543252332
629,-3.0,True,0.09391283320998008
630,-4.0,True,0.09390344192665907
631,-2.0,True,0.09389405158246641
632,-3.0,True,0.09388466217730818
633,-4.0,True,0.09387527371109045
634,-1.0,True,0.09386588618371934
635,-2.0,True,0.09385649959510096
636,-2.0,True,0.09384711394514146
637,-3.0,True,0.09383772923374695
638,-2.0,True,0.09382834546082357
639,-2.0,True,0.09381896262627748
640,-3.0,True,0.09380958073001486
641,-2.0,True,0.09380019977194186
642,-3.0,True,0.09379081975196467
643,-2.0,True,0.09378144066998947
644,-3.0,True,0.09377206252592248
645,-2.0,True,0.09376268531966989
646,-3.0,True,0.09375330905113792
647,-3.0,True,0.0937439337202328
648,-2.0,True,0.09373455932686078
649,-2.0,True,0.0937251858709281
650,-1.0,True,0.093715813352341
651,-3.0,True,0.09370644177100576
652,-3.0,True,0.09369707112682867
653,-2.0,True,0.09368770141971598
654,-2.0,True,0.09367833264957401
655,0.0,True,0.09366896481630906
656,-2.0,True,0.09365959791982742
657,-1.0,True,0.09365023196003544
658,-1.0,True,0.09364086693683944
659,-2.0,True,0.09363150285014576
660,-4.0,True,0.09362213969986075
661,-5.0,True,0.09361277748589077
662,-3.0,True,0.09360341620814218
663,-2.0,True,0.09359405586652136
664,-3.0,True,0.09358469646093472
665,-2.0,True,0.09357533799128863
666,-3.0,True,0.0935659804574895
667,-3.0,True,0.09355662385944374
668,-3.0,True,0.0935472681970578
669,-1.0,True,0.0935379134702381
670,-2.0,True,0.09352855967889108
671,0.0,True,0.0935192068229232
672,-2.0,True,0.09350985490224091
673,-2.0,True,0.09350050391675069
674,-3.0,True,0.09349115386635902
675,0.0,True,0.09348180475097238
676,-3.0,True,0.09347245657049728
677,-3.0,True,0.09346310932484024
678,-3.0,True,0.09345376301390776
679,-3.0,True,0.09344441763760637
680,-2.0,True,0.09343507319584261
681,-3.0,True,0.09342572968852303
682,-1.0,True,0.09341638711555418
683,-3.0,True,0.09340704547684263
684,-4.0,True,0.09339770477229495
685,-3.0,True,0.09338836500181771
686,-3.0,True,0.09337902616531753
687,-2.0,True,0.09336968826270099
688,-1.0,True,0.09336035129387472
689,-3.0,True,0.09335101525874534
690,-2.0,True,0.09334168015721947
691,-2.0,True,0.09333234598920374
692,-3.0,True,0.09332301275460482
693,-2.0,True,0.09331368045332936
694,-3.0,True,0.09330434908528402
695,-2.0,True,0.0932950186503755
696,-3.0,True,0.09328568914851046
697,-1.0,True,0.09327636057959561
698,-1.0,True,0.09326703294353765
699,-2.0,True,0.0932577062402433
700,-2.0,True,0.09324838046961927
701,-3.0,True,0.09323905563157231
702,-2.0,True,0.09322973172600915
703,-2.0,True,0.09322040875283655
704,-3.0,True,0.09321108671196127
705,-3.0,True,0.09320176560329008
706,-1.0,True,0.09319244542672975
707,-2.0,True,0.09318312618218708
708,-2.0,True,0.09317380786956886
709,-3.0,True,0.0931644904887819
710,-2.0,True,0.09315517403973303
711,-3.0,True,0.09314585852232905
712,-3.0,True,0.09313654393647681
713,-3.0,True,0.09312723028208317
714,-2.0,True,0.09311791755905496
715,-3.0,True,0.09310860576729905
716,-1.0,True,0.09309929490672232
717,-2.0,True,0.09308998497723164
718,-1.0,True,0.09308067597873391
719,-1.0,True,0.09307136791113604
720,0.0,True,0.09306206077434494
721,-2.0,True,0.0930527545682675
722,-5.0,True,0.09304344929281068
723,-2.0,True,0.0930341449478814
724,-1.0,True,0.09302484153338661
725,-2.0,True,0.09301553904923328
726,-3.0,True,0.09300623749532835
727,-2.0,True,0.09299693687157883
728,-5.0,True,0.09298763717789167
729,-2.0,True,0.09297833841417388
730,-2.0,True,0.09296904058033247
731,-3.0,True,0.09295974367627444
732,-4.0,True,0.09295044770190682
733,-1.0,True,0.09294115265713662
734,-3.0,True,0.09293185854187092
735,-3.0,True,0.09292256535601673
736,-2.0,True,0.09291327309948112
737,-2.0,True,0.09290398177217117
738,-2.0,True,0.09289469137399395
739,0.0,True,0.09288540190485654
740,-2.0,True,0.09287611336466606
741,-2.0,True,0.0928668257533296
742,-3.0,True,0.09285753907075427
743,-2.0,True,0.09284825331684719
744,-4.0,True,0.0928389684915155
745,-2.0,True,0.09282968459466635
746,-2.0,True,0.09282040162620689
747,-2.0,True,0.09281111958604427
748,-4.0,True,0.09280183847408566
749,0.0,True,0.09279255829023825
750,-1.0,True,0.09278327903440922
751,-2.0,True,0.09277400070650578
752,-3.0,True,0.09276472330643513
753,-3.0,True,0.09275544683410449
754,-3.0,True,0.09274617128942107
755,-4.0,True,0.09273689667229214
756,-3.0,True,0.09272762298262491
757,-3.0,True,0.09271835022032665
758,-3.0,True,0.09270907838530462
759,-3.0,True,0.09269980747746609
760,-2.0,True,0.09269053749671835
761,-2.0,True,0.09268126844296867
762,-3.0,True,0.09267200031612438
763,-3.0,True,0.09266273311609277
764,-1.0,True,0.09265346684278117
765,0.0,True,0.0926442014960969
766,0.0,True,0.09263493707594729
767,-2.0,True,0.09262567358223969
768,-3.0,True,0.09261641101488147
769,-2.0,True,0.09260714937377998
770,-1.0,True,0.09259788865884261
771,-1.0,True,0.09258862886997672
772,-2.0,True,0.09257937000708973
773,0.0,True,0.09257011207008901
774,-2.0,True,0.09256085505888201
775,-3.0,True,0.09255159897337611
776,-1.0,True,0.09254234381347878
777,-3.0,True,0.09253308957909744
778,0.0,True,0.09252383627013952
779,-1.0,True,0.09251458388651251
780,-3.0,True,0.09250533242812387
