episode,reward,success_rate
1,-7.6812330186367035,0
2,-1.9852090328931808,1
3,-8.734482988715172,0
4,-4.7045958787202835,1
5,-11.089067183434963,0
6,-6.7951050996780396,0
7,-10.755700208246708,0
8,-7.452859170734882,0
9,-16.382284805178642,0
10,-12.630975842475891,0
11,-10.259595543146133,0
12,-15.005526259541512,0
13,-15.611912041902542,0
14,-15.270984709262848,0
15,-2.5697467736899853,1
16,-14.034643076360226,0
17,-11.946310676634312,0
18,-14.049952916800976,0
19,-1.6854161471128464,1
20,-12.367751710116863,0
21,-13.164628557860851,0
22,-0.6509492611512542,1
23,-0.014354420825839043,1
24,-8.400882452726364,0
25,-0.10573522001504898,1
26,-0.4186922274529934,1
27,-16.323854237794876,0
28,-16.060308635234833,0
29,-15.606131039559841,0
30,-14.643228605389595,0
31,-15.844364129006863,0
32,-13.32132637500763,0
33,-0.008213873952627182,1
34,-10.180838584899902,0
35,-12.527248963713646,0
36,-10.57145082950592,0
37,-5.299903657287359,0
38,-8.930023230612278,0
39,-13.997600361704826,0
40,-1.1404361836612225,1
41,-9.924713164567947,0
42,-11.945903062820435,0
43,-0.3701481446623802,1
44,-0.08437549509108067,1
45,-14.203011766076088,0
46,-14.040727451443672,0
47,-14.74019992351532,0
48,-17.594489470124245,0
49,-13.163621678948402,0
50,-14.935365445911884,0
51,-14.644962266087532,0
52,-11.810010686516762,0
53,-13.00573205947876,0
54,-0.0393899530172348,1
55,-17.03224405646324,0
56,-13.861291483044624,0
57,-10.102166764438152,0
58,-6.400244809687138,0
59,-13.593232668936253,0
60,-8.985809817910194,0
61,-16.036030143499374,0
62,-13.41645185649395,0
63,-4.1348470114171505,1
64,-11.851175002753735,0
65,-0.048891156911849976,1
66,-10.077139414846897,0
67,-0.3696001097559929,1
68,-14.235677540302277,0
69,-12.634346760809422,0
70,-6.697007842361927,0
71,-12.572069332003593,0
72,-9.396705858409405,0
73,-0.2758042998611927,1
74,-4.990939453244209,1
75,-14.041212014853954,0
76,-12.3534100279212,0
77,-10.510411001741886,0
78,-13.488054011017084,0
79,-7.853895239531994,0
80,-8.017141103744507,0
81,-12.4173039868474,0
82,-9.904955737292767,0
83,-12.516335785388947,0
84,-10.86999399960041,0
85,-13.281091399490833,0
86,-11.164863042533398,0
87,-12.16330435872078,0
88,-15.76035289466381,0
89,-14.081447809934616,0
90,-2.1277748346328735,1
91,-4.024269171059132,1
92,-8.975647047162056,0
93,-16.106894239783287,0
94,-10.929418120533228,0
95,-7.657258577644825,0
96,-11.1512166634202,0
97,-19.940442241728306,0
98,-14.345238082110882,0
99,-7.992016665637493,0
100,-12.438224375247955,0
101,-13.641382604837418,0
102,-1.107067909091711,1
103,-14.767037838697433,0
104,-13.621972754597664,0
105,-7.1623963341116905,0
106,-0.9187749363481998,1
107,-9.192525334656239,0
108,-1.7913917042315006,1
109,-10.7534409314394,0
110,-12.834116145968437,0
111,-14.846061304211617,0
112,-9.05845658481121,0
113,-12.963185623288155,0
114,-16.823845759034157,0
115,-15.279903419315815,0
116,-12.11325915157795,0
117,-5.273869726806879,0
118,-11.566394738852978,0
119,-12.332077778875828,0
120,-11.88181171566248,0
121,-13.244062796235085,0
122,-11.948542520403862,0
123,-17.77735134959221,0
124,-19.312440559267998,0
125,-12.647852420806885,0
126,-9.645680829882622,0
127,-11.994317635893822,0
128,-7.11536468192935,0
129,-21.522081598639488,0
130,-9.813599199056625,0
131,-8.722270421683788,0
132,-1.369869340211153,1
133,-9.716898113489151,0
134,-14.388630717992783,0
135,-6.356122307479382,0
136,-11.51258759945631,0
137,-16.791325584053993,0
138,-10.313498616218567,0
139,-8.171327695250511,0
140,-14.686948910355568,0
141,-10.892932906746864,0
142,-12.549813210964203,0
143,-10.884210154414177,0
144,-11.483249202370644,0
145,-13.013807229697704,0
146,-14.602076798677444,0
147,-16.3223537504673,0
148,-1.0892732180655003,1
149,-17.80074869096279,0
150,-11.436185047030449,0
151,-13.622780323028564,0
152,-11.835528373718262,0
153,-14.87834145128727,0
154,-7.40900032222271,0
155,-14.176666341722012,0
156,-19.24960047006607,0
157,-15.544959887862206,0
158,-14.748390302062035,0
159,-10.518710136413574,0
160,-13.993159301578999,0
161,-10.708149015903473,0
162,-15.741816103458405,0
163,-16.379582554101944,0
164,-11.144340842962265,0
165,-1.2593190595507622,1
166,-11.01360484212637,0
167,-7.471882656216621,0
168,-9.934037826955318,0
169,-2.1353314369916916,1
170,-16.37998068332672,0
171,-8.96498403698206,0
172,-8.58418595045805,0
173,-13.074493333697319,0
174,-8.454548887908459,0
175,-13.701984629034996,0
176,-12.001876279711723,0
177,-0.3753017224371433,1
178,-13.687160268425941,0
179,-14.90108585357666,0
180,-11.32227336615324,0
181,-21.437707290053368,0
182,-0.1033918522298336,1
183,-10.7364941239357,0
184,-18.75060075521469,0
185,-7.296273298561573,0
186,-19.803688570857048,0
187,-11.383059859275818,0
188,-0.2673420272767544,1
189,-10.43225621432066,0
190,-9.525554202497005,0
191,-17.305735781788826,0
192,-15.43520774692297,0
193,-10.51279003918171,0
194,-14.248564146459103,0
195,-18.177297696471214,0
196,-11.642581284046173,0
197,-0.2192006167024374,1
198,-17.866211861371994,0
199,-0.11260082200169563,1
200,-13.536656096577644,0
201,-9.554160222411156,0
202,-14.714082762598991,0
203,-16.278572246432304,0
204,-7.211154993623495,0
205,-10.131316035985947,0
206,-11.04146783053875,0
207,-9.306903079152107,0
208,-13.488802745938301,0
209,-18.43048309534788,0
210,-12.046466529369354,0
211,-13.59990419447422,0
212,-17.979170873761177,0
213,-12.052519381046295,0
214,-17.358605280518532,0
215,-10.80021134763956,0
216,-0.046106256544589996,1
217,-18.239307016134262,0
218,-14.29485134780407,0
219,-15.647240951657295,0
220,-0.031346824020147324,1
221,-13.573242798447609,0
222,-14.16962580382824,0
223,-14.065716922283173,0
224,-19.210399821400642,0
225,-10.507353514432907,0
226,-10.467320837080479,0
227,-9.179087519645691,0
228,-14.148253709077835,0
229,-8.15545479208231,0
230,-15.53774431347847,0
231,-10.08540191501379,0
232,-15.386607304215431,0
233,-1.3014914356172085,1
234,-7.853675119578838,0
235,-14.37507051229477,0
236,-10.358683817088604,0
237,-12.39917253702879,0
238,-14.794354423880577,0
239,-21.883903443813324,0
240,-25.17518375813961,0
241,-17.878410324454308,0
242,-0.026483964174985886,1
243,-0.13621359318494797,1
244,-10.66210663318634,0
245,-19.711055487394333,0
246,-18.718391329050064,0
247,-9.882437340915203,0
248,-20.674531787633896,0
249,-18.724193081259727,0
250,-16.605964839458466,0
251,-13.551914967596531,0
252,-9.00846941024065,0
253,-2.3042280711233616,1
254,-11.106576606631279,0
255,-0.10120604187250137,1
256,-7.956869222223759,0
257,-12.596901416778564,0
258,-13.783276543021202,0
259,-0.1790626123547554,1
260,-15.580282136797905,0
261,-8.760007128119469,0
262,-13.920509219169617,0
263,-14.371434334665537,0
264,-13.976404033601284,0
265,-11.41379426419735,0
266,-21.893190175294876,0
267,-16.95646643638611,0
268,-16.60963934659958,0
269,-14.305929943919182,0
270,-9.681758411228657,0
271,-11.130719758570194,0
272,-21.174849659204483,0
273,-17.69805269688368,0
274,-18.955976098775864,0
275,-20.339963287115097,0
276,-16.249898612499237,0
277,-7.513037905097008,0
278,-18.80653877556324,0
279,-20.184949204325676,0
280,-12.92523180693388,0
281,-7.699858136475086,0
282,-9.127328753471375,0
283,-20.964726954698563,0
284,-15.202570773661137,0
285,-11.526091739535332,0
286,-18.893580615520477,0
287,-13.60666674375534,0
288,-12.518443062901497,0
289,-15.49067559838295,0
290,-13.601911045610905,0
291,-15.746950037777424,0
292,-13.820753328502178,0
293,-9.213759154081345,0
294,-9.762325927615166,0
295,-15.403625696897507,0
296,-10.344805225729942,0
297,-15.828344777226448,0
298,-10.948624685406685,0
299,-9.404571417719126,0
300,-9.2474335283041,0
301,-13.015426587313414,0
302,-11.064961824566126,0
303,-0.20962726324796677,1
304,-14.71583978831768,0
305,-18.281364038586617,0
306,-15.282109335064888,0
307,-7.909997962415218,0
308,-13.326897352933884,0
309,-13.853636249899864,0
310,-9.262974113225937,0
311,-12.643675453960896,0
312,-16.620381273329258,0
313,-12.66197980940342,0
314,-21.638791382312775,0
315,-16.40674838423729,0
316,-15.588645160198212,0
317,-12.339460827410221,0
318,-15.256846576929092,0
319,-8.075886070728302,0
320,-8.459435448050499,0
321,-18.31557409465313,0
322,-23.14842215180397,0
323,-11.51952850073576,0
324,-7.869275391101837,0
325,-10.98558709770441,0
326,-14.143081977963448,0
327,-14.799320310354233,0
328,-17.665906444191933,0
329,-19.85731391608715,0
330,-16.259008556604385,0
331,-12.854020237922668,0
332,-22.639731600880623,0
333,-18.63146796822548,0
334,-11.967275753617287,0
335,-16.333862155675888,0
336,-20.94258053600788,0
337,-7.144034311175346,0
338,-14.132717430591583,0
339,-21.715828895568848,0
340,-0.820919094607234,1
341,-20.355587765574455,0
342,-12.3206417709589,0
343,-15.240113519132137,0
344,-14.484500765800476,0
345,-10.068042933940887,0
346,-8.014033608138561,0
347,-0.604995384812355,1
348,-16.746892258524895,0
349,-16.771529763936996,0
350,-16.35105462372303,0
351,-13.316409051418304,0
352,-5.899461653083563,0
353,-12.973039016127586,0
354,-19.91544370353222,0
355,-18.002911880612373,0
356,-16.651906102895737,0
357,-13.93197201192379,0
358,-12.227245837450027,0
359,-12.283856056630611,0
360,-11.48683662712574,0
361,-0.5435584671795368,1
362,-0.9337021037936211,1
363,-13.87392047047615,0
364,-16.99988728761673,0
365,-2.6506487652659416,1
366,-15.173417776823044,0
367,-15.945875599980354,0
368,-13.633854821324348,0
369,-20.356639340519905,0
370,-13.889168962836266,0
371,-16.795097321271896,0
372,-19.001163832843304,0
373,-13.187023796141148,0
374,-13.376997724175453,0
375,-16.925678834319115,0
376,-17.612071111798286,0
377,-12.399045042693615,0
378,-17.665001571178436,0
379,-19.75791722536087,0
380,-13.399548754096031,0
381,-12.354964546859264,0
382,-19.28552359342575,0
383,-18.439694568514824,0
384,-19.227236859500408,0
385,-20.583546325564384,0
386,-11.098116979002953,0
387,-18.65794664621353,0
388,-3.188721738755703,1
389,-12.382774993777275,0
390,-15.932730972766876,0
391,-18.336839824914932,0
392,-13.595920473337173,0
393,-13.333546109497547,0
394,-4.592023745179176,1
395,-13.030102722346783,0
396,-10.778270825743675,0
397,-13.76363230496645,0
398,-10.688793934881687,0
399,-21.33153235167265,0
400,-13.491383165121078,0
401,-18.2777738571167,0
402,-15.936713933944702,0
403,-0.5507931839674711,1
